Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
CIN,2017,5,BUF,0.084,-0.031,0.145,-0.287,-0.191,-0.121,-0.301,-0.076
CLE,2017,5,NYJ,-0.244,-0.102,-0.002,-0.145,-0.034,0.067,-0.367,-0.176
DAL,2017,5,GB,-0.249,0.111,0.062,0.159,0.371,0.481,0.245,0.011
DET,2017,5,CAR,-0.085,0.052,0.124,-0.115,0.119,0.838,-0.664,-0.018
GB,2017,5,DAL,0.229,0.358,0.378,0.428,0.074,0.245,-0.082,-0.055
HOU,2017,5,KC,0.172,0.414,0.847,-0.147,0.106,0.602,-0.384,-0.135
IND,2017,5,SF,-0.329,-0.293,-0.26,-0.194,0.139,0.398,-0.404,0.103
JAC,2017,5,PIT,0.634,-0.027,-0.43,0.214,-0.605,-0.712,-0.355,0.055
KC,2017,5,HOU,-0.169,0.191,0.598,-0.233,0.537,0.969,-0.002,0.177
LARM,2017,5,SEA,-0.14,-0.346,-0.329,-0.297,-0.363,-0.37,-0.351,-0.157
MIA,2017,5,TEN,0.024,-0.391,-0.649,-0.142,-0.336,-0.174,-0.616,0.079
MIN,2017,5,CHI,0.123,0.041,0.095,-0.009,-0.132,-0.059,-0.19,-0.05
NE,2017,5,TB,-0.18,-0.029,-0.017,-0.049,0.218,0.25,0.156,0.067
NYG,2017,5,SD,0.259,0.062,-0.037,0.327,-0.149,-0.215,-0.065,0.048
NYJ,2017,5,CLE,-0.248,-0.238,-0.152,-0.256,0.105,0.341,-0.107,0.095
OAK,2017,5,BAL,0.154,0.291,0.361,0.234,0.134,0.287,0.033,-0.003
PHI,2017,5,ARI,0.728,0.52,1.051,0.004,0.015,0.191,-0.519,0.223
PIT,2017,5,JAC,-0.061,-0.188,-0.111,-0.272,-0.082,-0.645,0.166,0.045
SD,2017,5,NYG,-0.312,-0.263,-0.153,-0.167,0.09,-0.142,0.389,0.041
SEA,2017,5,LARM,0.291,-0.288,-0.052,-0.475,-0.474,-0.532,-0.364,0.106
SF,2017,5,IND,-0.221,-0.158,0.222,-0.664,0.055,0.154,-0.045,-0.009
TB,2017,5,NE,0.128,0.215,0.447,-0.092,-0.202,-0.214,-0.184,-0.29
TEN,2017,5,MIA,-0.351,-0.616,-0.335,-0.545,-0.243,-0.408,-0.112,0.022
ARI,2017,6,TB,0.309,0.346,0.965,-0.082,0.02,0.147,-0.229,-0.016
ATL,2017,6,MIA,-0.121,0.144,0.176,0.207,0.164,0.24,0.082,-0.1
BAL,2017,6,CHI,0.292,-0.397,-0.637,0.006,-0.162,0.025,-0.22,0.527
CAR,2017,6,PHI,0.163,-0.084,-0.149,0.051,-0.169,-0.028,-0.322,0.078
CHI,2017,6,BAL,-0.209,-0.091,0.193,-0.176,-0.343,-0.492,-0.128,-0.46
CLE,2017,6,HOU,-0.599,-0.602,-1.011,0.204,0.032,0.373,-0.276,0.035
DEN,2017,6,NYG,-0.452,-0.226,-0.176,-0.257,0.039,0.21,-0.097,-0.186
DET,2017,6,NO,0.103,-0.385,-0.344,-0.508,-0.248,-0.513,-0.063,0.24
GB,2017,6,MIN,-0.232,-0.446,-0.516,-0.35,-0.198,-0.116,-0.289,0.016
HOU,2017,6,CLE,0.115,-0.046,0.214,-0.231,-0.192,-0.45,0.245,-0.032
IND,2017,6,TEN,-0.177,-0.043,0.018,-0.162,0.223,0.474,-0.007,0.089
JAC,2017,6,LARM,-0.399,-0.021,-0.039,0.001,-0.184,-0.399,-0.019,-0.562
KC,2017,6,PIT,-0.127,-0.164,0.199,-0.62,0.16,-0.033,0.319,0.198
LARM,2017,6,JAC,0.595,0.114,0.163,0.079,-0.226,-0.374,-0.04,0.255
MIA,2017,6,ATL,-0.15,-0.045,0.019,-0.052,0.132,0.154,0.096,0.027
MIN,2017,6,GB,0.337,-0.193,-0.081,-0.204,-0.528,-0.562,-0.483,0.001
NE,2017,6,NYJ,0.417,0.378,0.482,0.241,-0.041,0.086,-0.249,-0.002
NO,2017,6,DET,0.237,-0.093,-0.273,0.086,-0.583,-0.67,-0.336,-0.253
NYG,2017,6,DEN,-0.213,-0.098,0.168,-0.146,0.06,0.16,-0.199,-0.055
NYJ,2017,6,NE,-0.244,-0.154,-0.049,-0.322,0.059,0.149,-0.062,-0.031
OAK,2017,6,SD,-0.07,-0.193,-0.332,0.058,-0.047,0.04,-0.152,0.075
PHI,2017,6,CAR,0.333,0.051,0.387,-0.197,-0.255,-0.283,-0.197,0.027
PIT,2017,6,KC,0.382,0.3,0.203,0.377,-0.243,-0.031,-0.624,-0.16
SD,2017,6,OAK,0.088,0.034,0.209,-0.171,-0.204,-0.417,0.049,-0.15
SF,2017,6,WAS,-0.023,0.094,0.294,0.15,0.159,0.513,-0.244,0.042
TB,2017,6,ARI,-0.523,0.083,0.369,-0.123,0.652,1.265,0.222,0.046
TEN,2017,6,IND,0.034,0.182,0.244,0.127,0.137,0.259,-0.107,-0.011
WAS,2017,6,SF,-0.025,0.096,0.515,-0.296,0.072,0.033,0.132,-0.049
ARI,2017,7,LARM,-0.687,-0.534,-0.391,-0.586,-0.001,-0.199,0.203,-0.154
ATL,2017,7,NE,-0.345,0.077,0.183,-0.081,0.225,0.398,0.108,-0.197
BAL,2017,7,MIN,-0.166,-0.178,-0.061,-0.156,-0.061,-0.159,0.04,-0.049
BUF,2017,7,TB,0.163,0.232,0.405,0.138,0.087,0.324,-0.303,0.018
CAR,2017,7,CHI,-0.069,-0.368,-0.426,-0.23,-0.275,-0.222,-0.293,0.024
CHI,2017,7,CAR,0.01,-0.272,-0.174,-0.179,-0.29,-0.357,-0.212,-0.008
CIN,2017,7,PIT,-0.528,-0.504,-0.568,-0.345,0.136,0.555,-0.15,0.112
CLE,2017,7,TEN,-0.039,-0.412,-0.365,-0.413,-0.348,-0.079,-0.578,0.025
DAL,2017,7,SF,0.779,0.578,0.678,0.51,-0.166,-0.281,0.011,0.036
DEN,2017,7,SD,-0.275,-0.346,-0.314,-0.28,-0.234,0.022,-0.464,-0.163
GB,2017,7,NO,0.183,0.171,-0.227,0.579,0.035,0.099,-0.028,0.047
IND,2017,7,JAC,-0.347,-0.295,-0.359,-0.095,0.133,0.431,-0.085,0.082
JAC,2017,7,IND,0.328,0.053,0.318,-0.088,-0.259,-0.421,0.043,0.017
KC,2017,7,OAK,-0.134,0.264,0.448,-0.026,0.467,0.681,-0.037,0.068
LARM,2017,7,ARI,0.841,0.235,0.184,0.439,-0.499,-0.544,-0.405,0.108
MIA,2017,7,NYJ,-0.099,-0.011,0.342,-0.458,0.135,0.217,0.04,0.047
MIN,2017,7,BAL,0.357,0.064,0.188,0.026,-0.139,-0.032,-0.306,0.153
NE,2017,7,ATL,0.321,0.398,0.914,0.271,0.112,0.166,0.031,0.035
NO,2017,7,GB,0.215,0.209,0.224,0.274,0.012,-0.43,0.382,0.018
NYG,2017,7,SEA,-0.637,-0.374,-0.237,-0.416,0.148,0.452,-0.251,-0.114
NYJ,2017,7,MIA,-0.238,-0.067,0.075,-0.029,0.093,0.414,-0.388,-0.078
OAK,2017,7,KC,0.168,0.546,0.816,-0.072,0.217,0.467,-0.18,-0.161
PHI,2017,7,WAS,0.14,0.178,1.124,-0.417,0.08,0.121,-0.035,0.042
PIT,2017,7,CIN,0.804,0.27,0.841,-0.11,-0.491,-0.601,-0.219,0.043
SD,2017,7,DEN,0.17,-0.191,0.463,-0.413,-0.203,-0.214,-0.183,0.159
SEA,2017,7,NYG,0.289,0.003,0.506,-0.382,-0.247,-0.2,-0.331,0.04
SF,2017,7,DAL,-0.776,-0.219,-0.396,0.047,0.51,0.688,0.387,-0.047
TB,2017,7,BUF,-0.221,0.161,0.575,-0.476,0.399,0.665,0.148,0.017
TEN,2017,7,CLE,-0.215,-0.377,-0.297,-0.443,-0.165,0.076,-0.523,-0.003
WAS,2017,7,PHI,0.118,0.296,0.388,0.04,0.126,0.593,-0.237,-0.052
ATL,2017,8,NYJ,-0.032,0.088,0.263,-0.088,0.145,0.547,-0.413,0.025
BAL,2017,8,MIA,0.559,-0.019,0.213,-0.1,-0.519,-0.556,-0.436,0.059
BUF,2017,8,OAK,0.211,0.146,0.339,0.093,0.052,0.127,-0.172,0.116
CAR,2017,8,TB,0.349,-0.196,-0.358,-0.066,-0.439,-0.721,-0.055,0.106
CHI,2017,8,NO,-0.122,-0.12,-0.16,-0.023,-0.067,0.237,-0.369,-0.069
CIN,2017,8,IND,-0.437,-0.239,-0.157,-0.189,0.074,0.073,0.076,-0.123
CLE,2017,8,MIN,0.264,0.179,0.147,0.219,-0.108,0.04,-0.296,-0.022
DAL,2017,8,WAS,0.386,0.068,0.335,-0.016,-0.185,-0.211,-0.12,0.132
DEN,2017,8,KC,0.379,-0.042,-0.213,0.152,-0.491,-0.448,-0.546,-0.07
DET,2017,8,PIT,0.14,-0.005,0.278,-0.408,-0.092,0.183,-0.388,0.054
HOU,2017,8,SEA,0.223,0.305,0.568,0.065,0.109,0.442,-0.605,0.026
IND,2017,8,CIN,-0.112,-0.133,-0.144,0.015,-0.034,0.117,-0.242,-0.013
KC,2017,8,DEN,-0.445,-0.406,-0.334,-0.252,0.158,0.064,0.268,0.118
MIA,2017,8,BAL,-0.801,-0.615,-0.497,-0.706,0.099,0.329,-0.051,-0.087
MIN,2017,8,CLE,-0.03,0.08,0.282,-0.167,0.105,0.171,0.016,-0.005
NE,2017,8,SD,0.153,0.258,0.699,-0.312,0.214,0.109,0.338,0.109
NO,2017,8,CHI,0.237,0.1,0.422,-0.153,-0.11,-0.189,-0.039,0.027
NYJ,2017,8,ATL,-0.23,-0.065,0.393,-0.534,0.107,0.328,-0.112,-0.058
OAK,2017,8,BUF,-0.179,0.186,0.325,-0.22,0.261,0.572,0.078,-0.104
PHI,2017,8,SF,0.365,-0.107,-0.076,-0.064,-0.434,-0.632,-0.139,0.037
PIT,2017,8,DET,-0.041,0,0.366,-0.337,0.058,0.166,-0.144,0.018
SD,2017,8,NE,0.039,0.296,0.428,0.244,-0.066,0.13,-0.333,-0.323
SEA,2017,8,HOU,-0.066,0.059,0.523,-0.678,0.187,0.401,-0.014,0.062
SF,2017,8,PHI,-0.323,-0.392,-0.547,-0.116,-0.057,-0.089,-0.019,0.012
TB,2017,8,CAR,-0.225,-0.282,-0.452,-0.004,-0.102,-0.07,-0.13,-0.045
WAS,2017,8,DAL,-0.287,-0.24,-0.258,-0.049,-0.105,0.052,-0.189,-0.153
ARI,2017,9,SF,0.028,-0.144,-0.03,-0.218,-0.253,-0.337,-0.052,-0.081
ATL,2017,9,CAR,0.243,0.23,0.522,-0.206,0.002,0.095,-0.045,0.015
BAL,2017,9,TEN,-0.121,-0.089,-0.014,-0.157,0.021,0.115,-0.122,-0.011
BUF,2017,9,NYJ,-0.661,-0.397,-0.222,-0.482,0.335,0.438,0.285,0.072
CAR,2017,9,ATL,0.156,0.042,0.017,0.053,-0.058,0.096,-0.346,0.056
CIN,2017,9,JAC,-0.189,0.083,0.554,-0.366,0.098,0.418,-0.221,-0.174
DAL,2017,9,KC,0.203,0.299,0.476,0.123,0.095,0.308,-0.265,-0.001
DEN,2017,9,PHI,-0.561,-0.463,-0.29,-0.558,0.247,0.391,0.142,0.149
DET,2017,9,GB,-0.216,0.09,1.132,-0.697,0.276,0.291,0.251,-0.03
GB,2017,9,DET,0.229,0.37,0.314,0.459,0.049,0.915,-0.643,-0.091
HOU,2017,9,IND,-0.601,-0.332,-0.513,0.133,0.234,0.589,-0.115,-0.035
IND,2017,9,HOU,0.151,0.033,0.207,-0.147,-0.056,-0.129,0.078,0.063
JAC,2017,9,CIN,0.459,0.103,0.499,-0.272,-0.113,0.091,-0.32,0.243
KC,2017,9,DAL,-0.23,0.059,0.432,-0.106,0.301,0.597,0.019,0.012
LARM,2017,9,NYG,0.541,0.412,1.74,-0.257,0.008,0.064,-0.071,0.138
MIA,2017,9,OAK,-0.024,0.425,0.788,-0.287,0.406,0.716,0.05,-0.044
NO,2017,9,TB,0.406,0.312,0.516,0.129,-0.313,-0.481,-0.12,-0.219
NYG,2017,9,LARM,-0.616,-0.06,0.158,-0.264,0.353,1.347,-0.164,-0.203
NYJ,2017,9,BUF,0.231,0.181,0.566,0.175,-0.006,0.173,-0.329,0.044
OAK,2017,9,MIA,-0.24,0.324,0.823,-0.055,0.65,1.018,-0.187,0.086
PHI,2017,9,DEN,0.766,0.535,0.798,0.349,-0.269,-0.099,-0.519,-0.038
SEA,2017,9,WAS,0.025,0.096,0.25,0.109,-0.111,-0.002,-0.265,-0.182
SF,2017,9,ARI,-0.183,-0.16,-0.21,0.155,0.034,0.242,-0.108,0.011
TB,2017,9,NO,-0.738,-0.406,-0.264,-0.321,0.216,0.475,-0.009,-0.117
TEN,2017,9,BAL,0.282,0.186,0.31,0.004,-0.011,0.155,-0.345,0.085
WAS,2017,9,SEA,-0.38,-0.228,0.14,-0.605,0.073,-0.002,0.172,-0.079
ARI,2017,10,SEA,0.061,-0.069,0.429,-0.734,-0.072,0.126,-0.343,0.058
ATL,2017,10,DAL,0.39,0.107,0.421,-0.205,-0.275,-0.502,0.052,0.008
BUF,2017,10,NO,-0.669,-0.298,-0.138,-0.567,0.349,-0.08,0.571,-0.022
CAR,2017,10,MIA,0.372,0.58,0.721,0.543,0.201,0.308,0.003,-0.006
CHI,2017,10,GB,-0.3,-0.223,0.053,-0.376,0.111,0.417,-0.127,0.034
CIN,2017,10,TEN,0.081,0.087,0.018,0.229,0.027,-0.11,0.17,0.02
CLE,2017,10,DET,-0.35,-0.021,-0.318,0.34,0.256,0.089,0.553,-0.074
DAL,2017,10,ATL,-0.353,-0.268,-0.606,0.244,0.045,0.268,-0.168,-0.04
DEN,2017,10,NE,-0.612,-0.057,0.031,-0.162,0.214,0.455,-0.075,-0.341
DET,2017,10,CLE,0.097,0.234,0.02,0.631,0.195,0.116,0.273,0.059
GB,2017,10,CHI,0.139,0.18,0.438,0.048,0.037,0.329,-0.507,-0.004
HOU,2017,10,LARM,-0.662,-0.446,-0.513,-0.278,0.126,0.293,-0.162,-0.091
IND,2017,10,PIT,-0.173,-0.307,0.127,-0.453,-0.094,0.205,-0.385,0.04
JAC,2017,10,SD,-0.012,-0.091,0.074,-0.192,-0.08,0.095,-0.27,-0.002
LARM,2017,10,HOU,0.551,0.075,0.414,-0.247,-0.397,-0.503,-0.245,0.079
MIA,2017,10,CAR,-0.604,0.115,0.251,0.01,0.727,0.872,0.578,0.008
MIN,2017,10,WAS,0.408,0.376,0.923,-0.113,0.043,0.082,-0.009,0.074
NE,2017,10,DEN,0.634,0.518,0.769,0.225,0.133,0.207,0.044,0.249
NO,2017,10,BUF,0.733,0.494,0.239,0.623,-0.182,-0.014,-0.476,0.057
NYG,2017,10,SF,-0.383,0.171,0.333,0.105,0.454,0.666,0.312,-0.099
NYJ,2017,10,TB,-0.349,-0.457,-0.473,-0.428,-0.134,0.013,-0.309,-0.026
PIT,2017,10,IND,0.038,-0.044,0.166,-0.255,-0.155,0.095,-0.347,-0.072
SD,2017,10,JAC,0.285,0.174,0.723,-0.342,-0.191,-0.203,-0.169,-0.08
SEA,2017,10,ARI,0.053,0.12,0.516,-0.199,0.026,0.415,-0.664,-0.042
SF,2017,10,NYG,0.035,0.373,0.716,0.353,0.365,0.498,0.161,0.026
TB,2017,10,NYJ,0.087,-0.139,0.198,-0.346,-0.149,-0.064,-0.31,0.077
TEN,2017,10,CIN,-0.362,-0.001,-0.223,0.267,0.27,0.323,0.158,-0.092
WAS,2017,10,MIN,0.123,0.178,0.358,0.035,0.119,0.38,-0.121,0.064
ARI,2017,11,HOU,-0.127,-0.246,0.005,-0.517,-0.092,0.058,-0.217,0.027
ATL,2017,11,SEA,0.095,0.143,0.706,-0.192,-0.044,-0.197,0.193,-0.093
BAL,2017,11,GB,0.483,-0.372,-0.664,-0.068,-0.667,-0.681,-0.648,0.188
BUF,2017,11,SD,-0.672,-0.355,-0.803,0.421,0.302,0.428,0.158,-0.015
CHI,2017,11,DET,0.161,0.457,0.42,0.488,0.27,0.574,-0.129,-0.026
CIN,2017,11,DEN,-0.212,-0.085,0.222,-0.417,-0.005,0.151,-0.193,-0.132
CLE,2017,11,JAC,-0.161,-0.578,-0.602,-0.54,-0.393,-0.313,-0.444,0.024
DAL,2017,11,PHI,-0.584,-0.534,-0.935,-0.03,0.288,0.201,0.361,0.238
DEN,2017,11,CIN,-0.005,-0.202,-0.144,-0.271,-0.165,0.163,-0.532,0.033
DET,2017,11,CHI,-0.079,0.394,0.948,-0.218,0.497,0.457,0.533,0.024
GB,2017,11,BAL,-0.442,-0.585,-0.648,-0.445,-0.201,-0.157,-0.247,-0.058
HOU,2017,11,ARI,-0.176,-0.021,0.101,-0.073,0.105,0.378,-0.384,-0.05
JAC,2017,11,CLE,0.061,-0.429,-0.559,-0.264,-0.598,-0.611,-0.577,-0.108
KC,2017,11,NYG,-0.168,-0.194,-0.412,0.093,0.038,0.044,0.032,0.064
LARM,2017,11,MIN,0.025,0.164,0.344,-0.09,0.172,0.251,0.093,0.033
MIA,2017,11,TB,-0.523,-0.581,-0.215,-0.659,-0.04,0.336,-0.535,0.017
MIN,2017,11,LARM,0.295,0.323,0.629,0.071,-0.108,-0.004,-0.309,-0.136
NE,2017,11,OAK,0.354,0.24,0.54,-0.283,0.027,-0.073,0.218,0.142
NO,2017,11,WAS,0.363,0.609,0.792,0.433,0.335,0.604,0.129,0.089
NYG,2017,11,KC,0.164,-0.118,-0.108,-0.127,-0.29,-0.479,-0.038,-0.008
OAK,2017,11,NE,-0.332,-0.175,-0.238,0.16,0.122,0.4,-0.374,-0.035
PHI,2017,11,DAL,0.775,0.316,0.313,0.318,-0.62,-0.844,-0.35,-0.161
PIT,2017,11,TEN,0.798,0.353,0.453,0.185,-0.293,-0.361,-0.173,0.152
SD,2017,11,BUF,0.501,0.365,0.817,-0.141,-0.167,-0.553,0.436,-0.031
SEA,2017,11,ATL,0.108,0.035,-0.076,0.203,0.068,0.363,-0.186,0.142
TB,2017,11,MIA,-0.016,-0.009,0.521,-0.609,-0.089,0.11,-0.459,-0.096
TEN,2017,11,PIT,-0.558,-0.361,-0.372,-0.125,0.139,0.205,-0.059,-0.057
WAS,2017,11,NO,0.003,0.36,0.837,0.031,0.354,0.393,0.298,-0.002
ARI,2017,12,JAC,0.447,-0.113,0.171,-0.329,-0.47,-0.492,-0.435,0.091
ATL,2017,12,TB,0.237,0.453,0.689,0.176,0.259,0.255,0.266,0.043
BAL,2017,12,HOU,0.471,-0.024,-0.25,0.211,-0.256,-0.285,-0.219,0.238
BUF,2017,12,KC,0.418,-0.171,0.192,-0.424,-0.433,-0.378,-0.543,0.156
CAR,2017,12,NYJ,-0.111,-0.169,-0.107,-0.046,0.253,0.388,0.015,0.311
CHI,2017,12,PHI,-1.068,-0.972,-0.897,-0.892,0.104,0.237,-0.063,0.007
CIN,2017,12,CLE,0.199,0.347,0.387,0.443,0.256,0.313,0.203,0.108
CLE,2017,12,CIN,-0.453,0.051,-0.07,0.156,0.39,0.501,0.27,-0.115
DAL,2017,12,SD,-0.397,-0.012,-0.151,0.174,0.464,1.096,-0.3,0.079
DEN,2017,12,OAK,-0.735,-0.608,-0.626,-0.471,0.13,0.576,-0.138,0.003
DET,2017,12,MIN,0.039,0.1,0.243,-0.267,0.16,0.529,-0.093,0.098
GB,2017,12,PIT,0.24,0.236,0.641,-0.119,-0.009,0.097,-0.217,-0.005
HOU,2017,12,BAL,-0.119,-0.215,-0.125,-0.169,-0.034,-0.055,-0.012,0.062
IND,2017,12,TEN,-0.074,-0.266,-0.296,-0.151,-0.107,-0.005,-0.197,0.085
JAC,2017,12,ARI,-0.295,-0.328,-0.34,-0.239,0.001,0.024,-0.029,0.034
KC,2017,12,BUF,-0.261,-0.278,-0.065,-0.49,-0.025,0.331,-0.282,-0.008
LARM,2017,12,NO,0.824,0.54,0.909,-0.077,-0.099,-0.114,-0.071,0.186
MIA,2017,12,NE,-0.426,-0.435,-0.479,-0.363,0.062,0.102,0.031,0.071
MIN,2017,12,DET,0.111,0.175,0.754,-0.151,-0.063,-0.075,-0.031,-0.127
NE,2017,12,MIA,0.284,0.133,0.259,0.23,-0.231,-0.246,-0.205,-0.079
NO,2017,12,LARM,0.296,0.343,0.469,0.128,0.101,0.258,-0.176,0.054
NYG,2017,12,WAS,-0.33,-0.453,-0.532,-0.34,-0.09,-0.097,-0.082,0.033
NYJ,2017,12,CAR,0.11,0.309,0.466,0.036,-0.042,-0.016,-0.063,-0.241
OAK,2017,12,DEN,0.407,0.194,0.795,0.024,-0.207,-0.139,-0.368,0.006
PHI,2017,12,CHI,0.746,0.078,0.478,-0.142,-0.634,-0.513,-0.899,0.034
PIT,2017,12,GB,0.07,0.113,0.256,-0.066,0.122,0.506,-0.224,0.08
SD,2017,12,DAL,0.157,0.251,0.978,-0.453,-0.123,-0.226,0.008,-0.217
SEA,2017,12,SF,0.225,0.069,0.328,-0.14,-0.228,-0.204,-0.26,-0.071
SF,2017,12,SEA,-0.349,-0.224,-0.159,-0.173,0.098,0.292,-0.124,-0.028
TB,2017,12,ATL,-0.278,0.245,0.286,0.249,0.485,0.743,0.19,-0.037
TEN,2017,12,IND,-0.052,-0.063,-0.237,0.084,0.044,0.025,0.07,0.054
WAS,2017,12,NYG,0.241,-0.258,-0.092,-0.193,-0.414,-0.594,-0.155,0.085
ARI,2017,13,LARM,-0.056,-0.061,-0.146,0.124,-0.201,-0.179,-0.231,-0.196
ATL,2017,13,MIN,0.07,0.18,0.331,0.087,0.079,0.334,-0.151,-0.031
BAL,2017,13,DET,0.656,0.446,0.643,0.205,-0.098,-0.084,-0.116,0.113
BUF,2017,13,NE,-0.37,-0.338,-1.077,0.514,0.058,0.076,0.043,0.026
CAR,2017,13,NO,0.053,0.105,0.129,0.077,-0.074,-0.129,-0.001,-0.126
CHI,2017,13,SF,-0.232,-0.365,-0.387,-0.342,0.058,0.273,-0.148,0.19
CIN,2017,13,PIT,0.493,0.501,0.615,0.418,0.061,0.148,-0.084,0.052
CLE,2017,13,SD,0.107,0.101,0.287,-0.149,0.008,0.126,-0.194,0.015
DAL,2017,13,WAS,0.684,0.084,0.324,0.061,-0.313,-0.349,-0.242,0.287
DEN,2017,13,MIA,-1.236,-0.943,-1.333,-0.156,0.047,-0.027,0.127,-0.246
DET,2017,13,BAL,-0.392,0.044,0.197,-0.174,0.364,0.574,0.095,-0.071
GB,2017,13,TB,0.09,0.068,-0.628,0.613,0.061,0.007,0.116,0.082
HOU,2017,13,TEN,-0.555,-0.077,0.231,-0.407,0.297,0.33,0.268,-0.181
IND,2017,13,JAC,-0.213,0.052,0.066,0.037,0.293,0.673,-0.163,0.028
JAC,2017,13,IND,0.307,0.209,0.583,0.007,-0.078,-0.152,0.009,0.019
KC,2017,13,NYJ,0.529,0.76,0.882,0.632,0.266,0.756,-0.093,0.035
LARM,2017,13,ARI,0.112,-0.037,0.089,0.028,0.007,-0.228,0.279,0.156
MIA,2017,13,DEN,0.58,-0.014,-0.087,0.063,-0.352,-0.549,-0.007,0.242
MIN,2017,13,ATL,0.246,0.203,0.559,-0.129,-0.014,-0.023,-0.004,0.03
NE,2017,13,BUF,0.449,0.223,0.586,0.192,-0.145,-0.71,0.529,0.082
NO,2017,13,CAR,0.094,0.211,0.137,0.313,0.047,0.054,0.04,-0.069
NYG,2017,13,OAK,-0.32,-0.231,-0.246,-0.137,0.174,0.315,0.024,0.084
NYJ,2017,13,KC,-0.432,0.111,0.723,-0.231,0.589,0.671,0.34,0.046
OAK,2017,13,NYG,0.079,0.143,0.392,0.018,-0.049,-0.005,-0.105,-0.113
PHI,2017,13,SEA,0.109,0.131,0.388,-0.196,0.102,0.3,-0.176,0.08
PIT,2017,13,CIN,-0.165,0.182,0.455,-0.072,0.408,0.396,0.426,0.061
SD,2017,13,CLE,-0.015,0.137,0.288,-0.115,0.113,0.361,-0.225,-0.039
SEA,2017,13,PHI,0.323,0.312,0.668,-0.073,0.007,0.137,-0.172,0.018
SF,2017,13,CHI,-0.008,-0.019,0.249,-0.104,-0.14,0.094,-0.366,-0.129
TB,2017,13,GB,-0.279,-0.122,-0.151,-0.038,0.08,-0.325,0.402,-0.077
TEN,2017,13,HOU,0.173,0.288,0.205,0.46,0.081,0.315,-0.412,-0.034
WAS,2017,13,DAL,-0.76,-0.452,-0.374,-0.446,0.021,0.108,-0.024,-0.287
ARI,2017,14,TEN,0.005,-0.274,-0.482,-0.018,-0.357,-0.428,-0.272,-0.078
ATL,2017,14,NO,-0.05,-0.235,-0.33,-0.127,-0.164,-0.043,-0.442,0.021
BAL,2017,14,PIT,0.521,0.503,0.388,0.65,0.144,0.129,0.196,0.162
BUF,2017,14,IND,-0.174,-0.33,-0.506,-0.237,-0.169,-0.137,-0.185,-0.014
CAR,2017,14,MIN,0.574,0.252,0.028,0.453,-0.323,-0.445,-0.06,-0.001
CHI,2017,14,CIN,0.603,0.442,0.639,0.376,-0.17,-0.275,0.095,-0.009
CIN,2017,14,CHI,-0.834,-0.409,-0.531,0.055,0.499,0.71,0.338,0.074
CLE,2017,14,GB,-0.117,0.068,0.091,0.114,0.091,0.367,-0.328,-0.094
DAL,2017,14,NYG,0.421,0.447,0.765,0.138,-0.02,0.066,-0.146,-0.047
DEN,2017,14,NYJ,0.364,-0.214,0.092,-0.351,-0.567,-0.924,-0.164,0.01
DET,2017,14,TB,0.086,0.13,0.356,-0.173,0.015,-0.034,0.078,-0.03
GB,2017,14,CLE,0.082,0.074,0.205,-0.052,0.166,0.404,-0.075,0.173
HOU,2017,14,SF,-0.48,-0.186,-0.141,-0.179,0.186,0.518,-0.168,-0.109
IND,2017,14,BUF,-0.272,-0.262,-0.209,-0.288,-0.128,-0.039,-0.151,-0.138
JAC,2017,14,SEA,0.469,0.432,0.969,0.149,0.139,-0.016,0.359,0.176
KC,2017,14,OAK,0.276,0.071,-0.163,0.404,-0.079,-0.165,0.215,0.126
LARM,2017,14,PHI,0.719,0.653,0.527,0.847,-0.027,0.071,-0.189,0.039
MIA,2017,14,NE,0.426,0.179,0.434,-0.145,-0.23,-0.202,-0.35,0.017
MIN,2017,14,CAR,-0.088,-0.019,-0.073,0.094,0.034,-0.232,0.196,-0.035
NE,2017,14,MIA,-0.238,-0.028,0.052,-0.083,0.312,0.499,0.065,0.101
NO,2017,14,ATL,0.339,-0.014,0.095,-0.272,-0.321,-0.636,-0.119,0.032
NYG,2017,14,DAL,-0.479,-0.089,0.055,-0.226,0.325,0.696,-0.054,-0.065
NYJ,2017,14,DEN,-0.706,-0.604,-1.12,-0.033,-0.002,0.347,-0.311,-0.103
OAK,2017,14,KC,-0.323,-0.294,-0.259,-0.108,0.007,-0.183,0.221,-0.023
PHI,2017,14,LARM,-0.239,0.168,0.593,-0.269,0.246,0.091,0.489,-0.161
PIT,2017,14,BAL,0.171,0.508,0.601,0.333,0.39,0.328,0.471,0.053
SD,2017,14,WAS,0.658,0.216,0.444,0.043,-0.36,-0.371,-0.345,0.082
SEA,2017,14,JAC,-0.145,0.429,0.51,0.315,0.364,0.737,0.057,-0.209
SF,2017,14,HOU,0.096,0.058,0.28,-0.127,-0.001,0.113,-0.17,0.037
TB,2017,14,DET,-0.038,0.08,0.174,0.032,0.141,0.279,-0.113,0.022
TEN,2017,14,ARI,-0.238,-0.251,-0.424,-0.036,-0.054,-0.175,0.091,-0.041
WAS,2017,14,SD,-0.53,-0.334,-0.225,-0.476,0.12,-0.024,0.263,-0.076
ARI,2017,15,WAS,-0.372,-0.45,-0.613,-0.124,0.011,0.369,-0.501,0.089
ATL,2017,15,TB,-0.356,0.061,0.234,-0.001,0.326,0.544,-0.032,-0.091
